empresa,rubro,direccion,ciudad,provincia,telefono,website,google_maps_url,rating,reviews_count,price_level,horarios,instagram,email,whatsapp,score_ia,observaciones,fuente,fecha_extraccion
Suma Qamana Almacén Natural,Tienda Holística / Sahumerios,"Av. Almte. Brown 251, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=17538254588996092454,4.3,21,,lunes: 8:30–21:00; martes: 8:30–21:00; miércoles: 8:30–21:00; jueves: 8:30–21:00; viernes: 8:30–21:00; sábado: 9:00–13:00; domingo: Cerrado,@sumaqamanaalmacnnatu,,,4,,Google Places API,2026-05-29
Dietética Las Hermanitas,Tienda Holística / Sahumerios,"Cnel. Iriarte 208, Y4603 El Carmen, Jujuy, Argentina",El Carmen,Jujuy,0388 438-6980,,https://maps.google.com/?cid=18242246497779173921,,,,"lunes: 8:30–13:00, 17:30–21:00; martes: 8:30–13:00, 17:30–21:00; miércoles: 8:30–13:00, 17:30–21:00; jueves: 8:30–13:00, 17:30–21:00; viernes: 8:30–13:00, 17:30–21:00; sábado: 9:30–13:30; domingo: 9:30–13:30",@dietticalashermanita,,03884386980,3,,Google Places API,2026-05-29
Tienda Saludable Jujuy,Tienda Holística / Sahumerios,"Av. Juan Domingo Perón 1500 Local 8, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 506-9820,,https://maps.google.com/?cid=3046790325837348301,4.8,6,,"lunes: 9:00–13:30, 17:00–21:30; martes: 9:00–13:30, 17:00–21:30; miércoles: 9:00–13:30, 17:00–21:00; jueves: 9:00–13:30, 17:00–21:30; viernes: 9:00–13:30, 17:00–21:30; sábado: 9:00–13:30; domingo: Cerrado",@tiendasaludablejujuy,,03885069820,5,,Google Places API,2026-05-29
"DIETETICA ""Calixto""",Tienda Holística / Sahumerios,"Y4604 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=16167754664535762781,5,5,,,@dieteticacalixto,,,3,,Google Places API,2026-05-29
Suma Qamaña Alimentación Conciente,Tienda Holística / Sahumerios,"APC, Gral. Güemes 799, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 425-4675,,https://maps.google.com/?cid=16281075413575767907,3.7,11,,lunes: 8:30–21:00; martes: 8:30–21:00; miércoles: 8:30–21:00; jueves: 8:30–21:00; viernes: 8:30–21:00; sábado: 9:00–13:00; domingo: Cerrado,@sumaqamaaalimentacin,,03884254675,3,,Google Places API,2026-05-29
todo natural jujuy BOLIVA,Tienda Holística / Sahumerios,"av. juan domingo peron, Riobamba &, Y4608 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0223 698-5721,,https://maps.google.com/?cid=9948368783427788388,,,,lunes: 7:00–20:30; martes: 7:00–20:30; miércoles: 7:00–20:30; jueves: 7:00–20:30; viernes: 7:00–20:30; sábado: 7:00–20:30; domingo: Cerrado,@todonaturaljujuyboli,,02236985721,3,,Google Places API,2026-05-29
Dietética Nieva,Tienda Holística / Sahumerios,"Av. Dr. Joaquín Carrillo 611, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 470-1442,,https://maps.google.com/?cid=4939203976280359295,3.2,5,,"lunes: 9:00–14:00, 17:00–21:00; martes: 9:00–14:00, 17:00–21:00; miércoles: 9:00–14:00, 17:00–21:00; jueves: 9:00–14:00, 17:00–21:00; viernes: 9:00–14:00, 17:00–21:00; sábado: 9:00–14:00; domingo: Cerrado",@dietticanieva,,03884701442,3,,Google Places API,2026-05-29
Vida Verde Dietética,Tienda Holística / Sahumerios,"Av Río de la Plata 83, San Ignacio de Loyola, Y4612 Palpalá, Jujuy, Argentina",Palpalá,Jujuy,0388 405-1966,,https://maps.google.com/?cid=3352705637407419125,3.8,4,,lunes: 9:00–1:00; martes: 9:00–1:00; miércoles: 9:00–1:00; jueves: 9:00–1:00; viernes: 9:00–1:00; sábado: 9:00–1:00; domingo: Cerrado,@vidaverdediettica,,03884051966,3,,Google Places API,2026-05-29
La abuela sucursal Mejias,Tienda Holística / Sahumerios,"B. Mejias Este 363, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=12969729684736710798,5,3,,lunes: 9:30–21:30; martes: 9:30–21:30; miércoles: 9:30–21:30; jueves: 9:30–21:30; viernes: 9:30–21:30; sábado: 9:30–21:30; domingo: 10:00–13:30,@laabuelasucursalmeji,,,3,,Google Places API,2026-05-29
Granja Maju,Tienda Holística / Sahumerios,"Abraham Lincoln 559, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,03886 51-9504,http://www.facebook.com/granjamaju02,https://maps.google.com/?cid=17751705114615312371,2,1,,lunes: 17:00–23:00; martes: 17:00–23:00; miércoles: 17:00–23:00; jueves: Abierto 24 horas; viernes: 17:00–23:00; sábado: Abierto 24 horas; domingo: Abierto 24 horas,@granjamaju,,03886519504,5,,Google Places API,2026-05-29
Farmacia Marsiglia,Tienda Holística / Sahumerios,"Gral. Necochea 260, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 428-9666,https://instagram.com/marsiglianatural?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=5113825161508211333,3.3,17,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:00, 17:00–21:00; miércoles: 9:00–13:00, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:00, 17:00–21:00; sábado: 9:00–13:00; domingo: Cerrado",@farmaciamarsiglia,,03884289666,5,,Google Places API,2026-05-29
Almacen Saludable,Tienda Holística / Sahumerios,"Libertad 902, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 471-9994,https://www.instagram.com/almacen_saludable_jujuy/,https://maps.google.com/?cid=5354998823793608952,5,5,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:00, 17:00–21:00; miércoles: 9:00–13:00, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:00, 17:00–21:00; sábado: 9:00–12:30; domingo: Cerrado",@almacensaludable,,03884719994,7,,Google Places API,2026-05-29
Annica Tiendita,Tienda Holística / Sahumerios,"Manuel de Azcuenaga 147 barrio higuerillas, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 487-1756,,https://maps.google.com/?cid=14395677824860319293,,,,,@annicatiendita,,03884871756,3,,Google Places API,2026-05-29
PuraVita Jujuy 2,Tienda Holística / Sahumerios,"Gral. Necochea 464, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 310-1033,http://www.puravita.com.ar/,https://maps.google.com/?cid=5008273802547846595,5,60,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:00, 17:00–21:00; miércoles: 9:00–13:00, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:00, 17:00–21:00; sábado: 9:00–13:00; domingo: Cerrado",@puravitajujuy2,,03883101033,8,,Google Places API,2026-05-29
Eneldo Jujuy,Tienda Holística / Sahumerios,"Salta 802, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 461-2006,https://www.instagram.com/eneldo.jujuy?igsh=YzF0aGk4NXRiY3pi,https://maps.google.com/?cid=11998147005336895307,4,1,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:00, 17:00–21:00; miércoles: 9:00–13:00, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:00, 17:00–21:00; sábado: 9:00–13:00, 17:00–21:00; domingo: Cerrado",@eneldojujuy,,03884612006,7,,Google Places API,2026-05-29
Jusuy Alimentos Artesanales,Tienda Holística / Sahumerios,"Av. Dr. Ricardo Balbín 1638, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 480-5215,,https://maps.google.com/?cid=10407668991660281564,4.7,28,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 9:00–13:00; domingo: Cerrado,@jusuyalimentosartesa,,03884805215,6,,Google Places API,2026-05-29
ALMACEN NATURAL,Tienda Holística / Sahumerios,"Libertad 902, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=7599852223967233966,5,4,,,@almacennatural,,,3,,Google Places API,2026-05-29
PuraVita Jujuy 1,Tienda Holística / Sahumerios,"Gral. Balcarce 234, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 310-1033,https://www.puravita.com.ar/,https://maps.google.com/?cid=2710186952914783272,4.9,42,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:00, 17:00–21:00; miércoles: 9:00–13:00, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:00, 17:00–21:00; sábado: 9:00–13:00; domingo: Cerrado",@puravitajujuy1,,03883101033,8,,Google Places API,2026-05-29
Dietética Grandiet,Tienda Holística / Sahumerios,"Gral. Balcarce 234, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 424-1422,,https://maps.google.com/?cid=17405840897665025138,4.5,21,,"lunes: 9:00–13:30, 17:00–21:00; martes: 9:00–13:30, 17:00–21:00; miércoles: 9:00–13:30, 17:00–21:00; jueves: 9:00–13:30, 17:00–21:00; viernes: 9:00–13:30, 17:00–21:00; sábado: 9:00–13:30; domingo: Cerrado",@dietticagrandiet,,03884241422,6,,Google Places API,2026-05-29
Restaurante Madre Tierra - Naturista,Tienda Holística / Sahumerios,"Gral. Belgrano 619, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 422-9578,https://www.facebook.com/MadreTierraJujuy/,https://maps.google.com/?cid=4480297847180025988,4.2,638,2,lunes: 7:30–22:00; martes: 7:30–22:00; miércoles: 7:30–22:00; jueves: 7:30–22:00; viernes: 7:30–22:00; sábado: 7:30–22:00; domingo: 7:30–22:00,@restaurantemadretier,,03884229578,8,,Google Places API,2026-05-29
El Chucupal,Tienda Holística / Sahumerios,"Gral. Belgrano 690, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 424-4510,,https://maps.google.com/?cid=15674324185068315635,3.7,18,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:00, 17:00–21:00; miércoles: 9:00–13:00, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:00, 17:00–21:00; sábado: 9:30–13:30; domingo: Cerrado",@elchucupal,,03884244510,3,,Google Places API,2026-05-29
Yogur griego artesanal,Tienda Holística / Sahumerios,"Cnel. Iriarte 143, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 485-9769,,https://maps.google.com/?cid=5422543580112550684,5,2,,lunes: 9:00–13:30; martes: 8:30–13:30; miércoles: 9:00–13:30; jueves: 9:00–13:30; viernes: 9:00–13:30; sábado: 10:00–13:30; domingo: Cerrado,@yogurgriegoartesanal,,03884859769,5,,Google Places API,2026-05-29
GIRASOLES | Tienda & Café,Tienda Holística / Sahumerios,"Gral. Belgrano 1214, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0381 673-6080,,https://maps.google.com/?cid=10380318414864084105,4.4,5,,"lunes: 7:30–13:00, 17:30–20:30; martes: 7:30–13:00, 17:30–20:30; miércoles: 7:30–13:00, 17:30–20:30; jueves: 7:30–13:00, 17:30–20:30; viernes: 7:30–13:00, 17:30–20:30; sábado: 9:30–13:30; domingo: Cerrado",@girasolestiendacaf,,03816736080,5,,Google Places API,2026-05-29
Punto Verde. Alimentos Saludables,Tienda Holística / Sahumerios,"El Payador 19, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=7130670668892638931,4.6,58,,"lunes: 8:00–13:00, 17:00–20:00; martes: 8:00–13:00, 17:00–20:00; miércoles: 8:00–13:00, 17:00–20:00; jueves: 8:00–13:00, 17:00–20:00; viernes: 8:00–13:00, 17:00–20:00; sábado: 8:00–13:00; domingo: Cerrado",@puntoverdealimentoss,,,4,,Google Places API,2026-05-29
ADN Nutrition & Fitness JUJUY,Tienda Holística / Sahumerios,"Y4600EGG EGG San Salvador de Jujuy Jujuy AR, Patricias Argentinas 333, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 579-1919,http://www.suplementosjujuy.com.ar/,https://maps.google.com/?cid=11570791779501391345,4.5,89,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:15, 17:00–21:00; miércoles: 9:00–13:15, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:10, 17:00–21:00; sábado: 11:00–13:00; domingo: Cerrado",@adnnutritionfitnessj,,03885791919,8,,Google Places API,2026-05-29
Centro de Distribución DXN Alphaterra Jujuy,Tienda Holística / Sahumerios,"Salta 707, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 440-7731,,https://maps.google.com/?cid=10808813566669327123,5,1,,"lunes: 9:00–13:00, 15:00–19:00; martes: 9:00–13:00, 15:00–19:00; miércoles: 9:00–13:00, 15:00–19:00; jueves: 9:00–13:00, 15:00–19:00; viernes: 9:00–13:00, 15:00–19:00; sábado: 9:00–13:00; domingo: Cerrado",@centrodedistribucind,,03884407731,5,,Google Places API,2026-05-29
Carbón Coco 100% Natural,Tienda Holística / Sahumerios,"Cirilo Alvarado N° 165, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 682-9974,,https://maps.google.com/?cid=17793786563638683575,,,,,@carbncoco100natural,,03886829974,3,,Google Places API,2026-05-29
Natural Cosmética,Tienda Holística / Sahumerios,"Gral. Belgrano 1053 Local 1, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 486-3980,http://www.naturacosmeticos.com.ar/consultoria/dannylilibetherrera,https://maps.google.com/?cid=4985858951251865184,5,2,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:00, 17:00–21:00; miércoles: 9:00–13:00, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:00, 17:00–21:00; sábado: 9:30–13:30, 18:00–21:00; domingo: Cerrado",@naturalcosmtica,,03884863980,7,,Google Places API,2026-05-29
La cocina de Fa,Tienda Holística / Sahumerios,"Coronel Dávila 474, Av. Senador Pérez 394, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 15-432-8241,,https://maps.google.com/?cid=14999801006320797562,5,2,,"lunes: 9:00–13:00, 17:00–21:00; martes: 9:00–13:00, 17:00–21:00; miércoles: 9:00–13:00, 17:00–21:00; jueves: 9:00–13:00, 17:00–21:00; viernes: 9:00–13:00, 17:00–21:00; sábado: 9:00–13:00, 17:00–21:00; domingo: 10:00–13:30, 17:00–20:00",@lacocinadefa,,0388154328241,5,,Google Places API,2026-05-29
"Omnilife Argentina, Cedis San Salvador de Jujuy",Tienda Holística / Sahumerios,"API, Gral. Güemes 1035, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0800-666-6664,https://portal.omnilife.com/,https://maps.google.com/?cid=5358659972165882146,4.3,108,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–13:00; domingo: Cerrado,@omnilifeargentinaced,,08006666664,8,,Google Places API,2026-05-29
Girasoles,Tienda Holística / Sahumerios,"Juan Bautista Alberdi 124, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0381 673-6080,,https://maps.google.com/?cid=13510338158104188522,3,1,,"lunes: 8:00–13:00, 17:00–21:00; martes: 8:00–13:00, 17:00–21:00; miércoles: 8:00–13:00, 17:00–21:00; jueves: 8:00–13:00, 17:00–21:00; viernes: 8:00–13:00, 17:00–21:00; sábado: 8:00–13:00, 17:00–21:00; domingo: Cerrado",@girasoles,,03816736080,3,,Google Places API,2026-05-29
Dietética Punto Verde - Calle Jujuy,Tienda Holística / Sahumerios,"Jujuy 1832, R8332 Gral. Roca, Río Negro, Argentina",General Roca,Río Negro,0298 463-6689,https://www.instagram.com/punto.verdejujuy?igsh=MWFpY3Y0NzBrd3JnNw==,https://maps.google.com/?cid=11993584090586835150,4.9,16,,"lunes: 9:30–13:00, 17:00–21:00; martes: 9:30–13:00, 17:00–21:00; miércoles: 9:30–13:00, 17:00–21:00; jueves: 9:30–13:00, 17:00–21:00; viernes: 9:30–13:00, 17:00–21:00; sábado: 10:00–13:00, 18:00–21:00; domingo: Cerrado",@dietticapuntoverdeca,,02984636689,7,,Google Places API,2026-05-29
Almacén Natural La Abuela,Tienda Holística / Sahumerios,"Gral. Güemes 817, Y4600APE San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=6125664053599395707,,,,,@almacnnaturallaabuel,,,1,,Google Places API,2026-05-29
Ecos,Tienda Holística / Sahumerios,"Av. Jujuy 1028, C1229ABS Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2292-6925,,https://maps.google.com/?cid=3860791308947970439,3.9,38,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: Cerrado; domingo: Cerrado,@ecos,,01122926925,4,,Google Places API,2026-05-29
Mikuna - Natural Bar,Tienda Holística / Sahumerios,"Y4600ABR San Salvador de Jujuy Jujuy AR, Gral. Belgrano 996, Y4600 ABR, Jujuy, Argentina",ABR,Jujuy,0388 422-5680,https://www.facebook.com/mikunarednatural/,https://maps.google.com/?cid=7742343675428742356,4.4,1040,2,lunes: 8:00–22:00; martes: 8:00–22:00; miércoles: 8:00–22:00; jueves: 8:00–22:00; viernes: 8:00–22:00; sábado: 8:00–22:00; domingo: Cerrado,@mikunanaturalbar,,03884225680,8,,Google Places API,2026-05-29
Mercado Municipal,Tienda Holística / Sahumerios,"Av. José de la Iglesia 1050, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=15583059020052055912,3.8,2624,,"lunes: 9:30–14:00, 17:00–20:00; martes: 10:30–15:00, 22:30–24:00; miércoles: 10:30–15:00, 22:30–24:00; jueves: 10:30–15:00, 22:30–24:00; viernes: 10:30–15:00, 22:30–24:00; sábado: Cerrado; domingo: Cerrado",@mercadomunicipal,,,2,,Google Places API,2026-05-29
Mercado Almirante Brown,Tienda Holística / Sahumerios,"18 de Noviembre 471, Y4604 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=15818904691403742673,3.8,579,,"lunes: 8:00–12:00, 18:00–21:00; martes: 8:00–12:00, 18:00–21:00; miércoles: 8:00–12:00, 18:00–21:00; jueves: 8:00–12:00, 18:00–21:00; viernes: 8:00–12:00, 18:00–21:00; sábado: 8:00–12:00, 18:00–21:00; domingo: 8:00–12:00",@mercadoalmirantebrow,,,2,,Google Places API,2026-05-29
Almacén natural Jorge,Tienda Holística / Sahumerios,"Jujuy 50, B1667 Tortuguitas, Provincia de Buenos Aires, Argentina",Tortuguitas,Provincia de Buenos Aires,02320 35-2875,,https://maps.google.com/?cid=3041957818080606876,4.6,40,,lunes: 8:00–20:00; martes: 8:00–20:00; miércoles: 8:00–20:00; jueves: 8:00–20:00; viernes: 8:00–20:00; sábado: 8:00–20:00; domingo: 8:00–13:00,@almacnnaturaljorge,,02320352875,6,,Google Places API,2026-05-29
Alba bar saludable,Tienda Holística / Sahumerios,"Av. Hipólito Yrigoyen, Y4607 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 463-1449,,https://maps.google.com/?cid=13366069609364798624,4.2,95,,lunes: 8:00–23:30; martes: 8:00–23:30; miércoles: 8:00–23:30; jueves: 8:00–23:30; viernes: 8:00–23:30; sábado: 16:00–23:30; domingo: 16:00–23:30,@albabarsaludable,,03884631449,6,,Google Places API,2026-05-29
Jujuy Biogreen y Herbalife,Tienda Holística / Sahumerios,"Viltipico 214, 4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 512-8639,,https://maps.google.com/?cid=7084162386218922658,,,,lunes: 18:30–22:00; martes: 18:30–22:30; miércoles: 18:30–22:30; jueves: 18:30–22:30; viernes: 18:30–22:30; sábado: 9:00–13:30; domingo: Cerrado,@jujuybiogreenyherbal,,03885128639,3,,Google Places API,2026-05-29
Paseo de los Artesanos,Tienda Holística / Sahumerios,"Sarmiento 524, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=7932379343255162718,4,656,,lunes: 9:00–21:30; martes: 9:00–21:30; miércoles: 9:00–21:30; jueves: 9:00–21:30; viernes: 9:00–21:30; sábado: 9:00–21:30; domingo: Cerrado,@paseodelosartesanos,,,4,,Google Places API,2026-05-29
Mercado Central 6 de Agosto,Tienda Holística / Sahumerios,"Gral. Alvear 885, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=13003506073149304588,3.9,1256,,lunes: 9:00–24:00; martes: 9:00–24:00; miércoles: 9:00–24:00; jueves: 9:00–24:00; viernes: 9:00–24:00; sábado: 9:00–24:00; domingo: 9:00–14:00,@mercadocentral6deago,,,2,,Google Places API,2026-05-29
Cocina Vegetariana & Hambrosio Jujuy,Tienda Holística / Sahumerios,"Aconquija 1756, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 512-5982,https://instagram.com/cocinavegetarianajujuy?utm_medium=copy_link,https://maps.google.com/?cid=7817643034519639034,4.8,109,,"lunes: 12:00–14:30, 20:00–24:00; martes: 12:00–14:30, 20:00–24:00; miércoles: 12:00–14:30, 20:00–24:00; jueves: 12:00–14:30, 20:00–24:00; viernes: 12:00–14:30, 20:00–24:00; sábado: 12:00–14:30, 20:00–24:00; domingo: Cerrado",@cocinavegetarianaham,,03885125982,8,,Google Places API,2026-05-29
YAGUAR Supermercado Mayorista,Tienda Holística / Sahumerios,"colectora, RN9 2055, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 509-5673,http://www.yaguar.com.ar/,https://maps.google.com/?cid=5168133472952845665,4.2,422,,lunes: 9:00–22:00; martes: 9:00–22:00; miércoles: 9:00–22:00; jueves: 9:00–22:00; viernes: 9:00–22:00; sábado: 9:00–22:00; domingo: 9:00–14:00,@yaguarsupermercadoma,,03885095673,8,,Google Places API,2026-05-29
La Rabiola Pastas Artesanales,Tienda Holística / Sahumerios,"Av. Gral. Mosconi, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 426-3852,,https://maps.google.com/?cid=2447878412797491186,4.6,456,2,lunes: 10:00–14:00; martes: 9:30–20:30; miércoles: 9:30–20:30; jueves: 9:30–20:30; viernes: 9:30–20:30; sábado: 9:30–20:30; domingo: 10:00–14:00,@larabiolapastasartes,,03884263852,6,,Google Places API,2026-05-29
Hilandería Warmi,Tienda Holística / Sahumerios,"Ruta Provincial N° 1 kilómetro 7, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,03885 43-4551,https://www.warmi.org/collections/chalinas-bufandas,https://maps.google.com/?cid=14000088704641589312,4.7,67,,lunes: 8:00–17:00; martes: 8:00–17:00; miércoles: 8:00–17:00; jueves: 8:00–17:00; viernes: 8:00–17:00; sábado: Cerrado; domingo: Cerrado,@hilanderawarmi,,03885434551,8,,Google Places API,2026-05-29
Toba SRL,Tienda Holística / Sahumerios,"Salta 1292, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 416-8151,http://www.facebook.com/grupotoba,https://maps.google.com/?cid=11507080355088450622,4.2,221,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Abierto 24 horas,@tobasrl,,03884168151,8,,Google Places API,2026-05-29
reina batata,Tienda Holística / Sahumerios,"Jujuy 501, S2600 Venado Tuerto, Santa Fe, Argentina",Venado Tuerto,Santa Fe,03462 61-0095,https://pency.app/reinabatata,https://maps.google.com/?cid=11533630786889897046,4.5,76,,"lunes: 9:00–12:30, 16:30–20:30; martes: 9:00–12:30, 16:30–20:30; miércoles: 9:00–12:30, 16:30–20:30; jueves: 9:00–12:30, 16:30–20:30; viernes: 9:00–12:30, 16:30–20:30; sábado: 9:00–13:00; domingo: Cerrado",@reinabatata,,03462610095,8,,Google Places API,2026-05-29
"Eleganza Repuestos-""UNA EMPRESA JUJEÑA""",Tienda Holística / Sahumerios,"Gral. Balcarce 351, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 578-4156,https://eleganzasrl.com.ar/,https://maps.google.com/?cid=6380352697408861033,4.3,71,,"lunes: 8:30–12:30, 16:30–20:30; martes: 8:30–12:30, 16:30–20:30; miércoles: 8:30–12:30, 16:30–20:30; jueves: 8:30–12:30, 16:30–20:30; viernes: 8:30–12:30, 16:30–20:30; sábado: 8:30–13:00; domingo: Cerrado",@eleganzarepuestosuna,,03885784156,8,,Google Places API,2026-05-29
Predio Ferial Tonino,Tienda Holística / Sahumerios,"Av. Carlos Undiano 743, Y4609 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=17540684162106876243,3.7,456,,,@predioferialtonino,,,2,,Google Places API,2026-05-29
Patio Bertres,Tienda Holística / Sahumerios,"Gral. Belgrano 592, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 431-0581,,https://maps.google.com/?cid=14908457597065764460,4.2,102,,lunes: 8:00–12:00; martes: 8:00–12:00; miércoles: 8:00–12:00; jueves: 8:00–12:00; viernes: 8:00–12:00; sábado: 8:00–12:00; domingo: Cerrado,@patiobertres,,03884310581,6,,Google Places API,2026-05-29
Centro Jujuy,Tienda Holística / Sahumerios,"Gral. Belgrano 775, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,,,https://maps.google.com/?cid=15149318638822891423,4.4,868,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Abierto 24 horas,@centrojujuy,,,4,,Google Places API,2026-05-29
Pyk charcuteria,Tienda Holística / Sahumerios,"Rodríguez Peña 49 b, Y4600 San Salvador de Jujuy, Jujuy, Argentina",San Salvador de Jujuy,Jujuy,0388 15-479-9062,https://salumipk.wixsite.com/salumip-kcharcuteria,https://maps.google.com/?cid=18437776224573676479,,,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–13:00; domingo: Cerrado,@pykcharcuteria,,0388154799062,5,,Google Places API,2026-05-29
