empresa,rubro,direccion,ciudad,provincia,telefono,website,google_maps_url,rating,reviews_count,price_level,horarios,instagram,email,whatsapp,score_ia,observaciones,fuente,fecha_extraccion
ISPA - Industrias SPA,Bienestar / Terapias,"Vicente López 2011, B1708 Morón, Provincia de Buenos Aires, Argentina",Morón,Provincia de Buenos Aires,,https://www.ispa.com.ar/,https://maps.google.com/?cid=11507973590115038078,4.4,7,,lunes: 9:00–17:00; martes: 9:00–17:00; miércoles: 9:00–17:00; jueves: 9:00–17:00; viernes: 9:00–17:00; sábado: Cerrado; domingo: Cerrado,@ispaindustriasspa,,,5,,Google Places API,2026-05-29
BELLA CENTRAL,Bienestar / Terapias,"Bartolomé Mitre 2655, C1040 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2272-0888,https://www.bellacentral.com.ar/,https://maps.google.com/?cid=13998425203510967774,4.5,461,,lunes: 9:00–18:30; martes: 9:00–18:30; miércoles: 9:00–18:30; jueves: 9:00–18:30; viernes: 9:00–18:30; sábado: 9:00–15:30; domingo: 10:00–14:00,@bellacentral,,01122720888,8,,Google Places API,2026-05-29
PIELA,Bienestar / Terapias,"Av. Cerviño 3919, C1425 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6226-1873,http://www.somospiela.com/,https://maps.google.com/?cid=2266350977252102980,4.9,31,,lunes: 11:00–19:00; martes: 11:00–19:00; miércoles: 11:00–19:00; jueves: 11:00–19:00; viernes: 11:00–19:00; sábado: 11:00–19:00; domingo: Cerrado,@piela,,01162261873,8,,Google Places API,2026-05-29
Universo Spa - Masajes - Linea de productos - Isabel Amoedo,Bienestar / Terapias,"José Ignacio Gorriti N° 2 Of. 22, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas de Zamora,Provincia de Buenos Aires,011 5375-8067,https://bit.ly/Wpp-Universospa,https://maps.google.com/?cid=8154369028387262096,4.9,18,,,@universospamasajesli,,01153758067,7,,Google Places API,2026-05-29
Biobellus,Bienestar / Terapias,"B1675AID, Chile 1391, B1675 Villa Raffo, Provincia de Buenos Aires, Argentina",Villa Raffo,Provincia de Buenos Aires,011 4712-1986,http://www.biobellus.com/,https://maps.google.com/?cid=6362552269412949493,4.6,519,,lunes: 9:00–17:00; martes: 9:00–17:00; miércoles: 9:00–17:00; jueves: 9:00–17:00; viernes: 9:00–17:00; sábado: Cerrado; domingo: Cerrado,@biobellus,,01147121986,8,,Google Places API,2026-05-29
Spasiva Belleza y Relajacion - Productos Termales,Bienestar / Terapias,"Tucumán 1581, C1048 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4371-3409,,https://maps.google.com/?cid=10208085852022896546,,,,,@spasivabellezayrelaj,,01143713409,3,,Google Places API,2026-05-29
Showroom Honolulu & Spa Bliss,Bienestar / Terapias,"Marqués de Avilés 1219, B1686 William C. Morris, Provincia de Buenos Aires, Argentina",William C. Morris,Provincia de Buenos Aires,011 15-6507-6000,https://instagram.com/honoluluu._?igshid=MzMyNGUyNmU2YQ==,https://maps.google.com/?cid=17928702267794059631,4.9,35,,"lunes: 10:00–13:00, 17:00–20:00; martes: 10:00–13:00, 17:00–20:00; miércoles: 10:00–13:00, 17:00–20:00; jueves: 10:00–13:00, 17:00–20:00; viernes: 10:00–13:00, 17:00–20:00; sábado: 10:00–13:00, 17:00–19:30; domingo: Cerrado",@showroomhonoluluspab,,0111565076000,8,,Google Places API,2026-05-29
Estetic Insumos Baires,Bienestar / Terapias,"Franklin 501, C1405 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-3645-2414,https://insumosbaires.empretienda.com.ar/,https://maps.google.com/?cid=5369945638872371343,5,413,,lunes: 9:30–17:30; martes: 9:30–17:30; miércoles: 9:30–17:30; jueves: 9:30–17:30; viernes: 9:30–17:30; sábado: Cerrado; domingo: Cerrado,@esteticinsumosbaires,,0111536452414,8,,Google Places API,2026-05-29
Tintha,Bienestar / Terapias,"Costa Rica 4902, C1414BSP Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4834-6938,http://www.tintha.com.ar/,https://maps.google.com/?cid=13104686931094733159,4.5,153,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 11:00–20:00; domingo: Cerrado,@tintha,,01148346938,8,,Google Places API,2026-05-29
Arredobagno S.A. | Jacuzzi - Hansgrohe - Grohe - Duravit,Bienestar / Terapias,"Zapiola 4756, C1429 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4545-1881,http://www.jacuzzi.com.ar/,https://maps.google.com/?cid=17063590021113959255,4.2,171,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 10:00–14:00; domingo: Cerrado,@arredobagnosajacuzzi,,01145451881,8,,Google Places API,2026-05-29
USA - Productos Importados,Bienestar / Terapias,"Machaín 3317, C1431 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-4023-8014,https://usaimportados.com.ar/,https://maps.google.com/?cid=16798485769142104946,,,,lunes: 9:00–7:30; martes: 9:00–7:30; miércoles: 9:00–7:30; jueves: 9:00–7:30; viernes: 9:00–7:30; sábado: 10:00–16:00; domingo: Cerrado,@usaproductosimportad,,0111540238014,5,,Google Places API,2026-05-29
Queen mayoristas,Bienestar / Terapias,"Bartolomé Mitre 2751, C1039 Once Cdad. Autónoma de Buenos Aires, Argentina",Once,Ciudad Autónoma de Buenos Aires,011 2871-0881,http://www.queenmayoristas.com.ar/,https://maps.google.com/?cid=6252046708044045225,4.2,79,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–15:00; domingo: Cerrado,@queenmayoristas,,01128710881,8,,Google Places API,2026-05-29
Suavepie (Tienda Oficial),Bienestar / Terapias,"Av. Juan Bautista Alberdi 2452, C1406 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,,https://tiendaoficial.suavepie.com/,https://maps.google.com/?cid=9440192988418802587,4.3,25,,lunes: 9:00–17:00; martes: 9:00–17:00; miércoles: 9:00–17:00; jueves: 9:00–17:00; viernes: 9:00–17:00; sábado: Cerrado; domingo: Cerrado,@suavepietiendaoficia,,,6,,Google Places API,2026-05-29
Selva Eco Spa,Bienestar / Terapias,"De los Baqueanos 890, B1713 Ituzaingó, Provincia de Buenos Aires, Argentina",Ituzaingó,Provincia de Buenos Aires,011 6051-4209,https://instagram.com/selva.eco.spa?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=5702513399202582782,4.4,674,,"lunes: Cerrado; martes: 9:00–13:00, 14:00–19:00; miércoles: 9:00–13:00, 14:00–19:00; jueves: 9:00–13:00, 14:00–19:00; viernes: 9:00–13:00, 14:00–19:00; sábado: 9:00–13:00, 14:00–19:00; domingo: 10:00–19:00",@selvaecospa,,01160514209,8,,Google Places API,2026-05-29
HELENICO Spa,Bienestar / Terapias,"Isabel la Católica 622, C1271 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3458-6762,http://www.helenicospa.com.ar/,https://maps.google.com/?cid=10627900247978319925,4.7,241,,lunes: 9:00–21:00; martes: 9:00–21:00; miércoles: 9:00–21:00; jueves: 9:00–21:00; viernes: 9:00–21:00; sábado: 10:00–21:00; domingo: Cerrado,@helenicospa,,01134586762,8,,Google Places API,2026-05-29
Ezeiza Medical Spa,Bienestar / Terapias,"Lavalle 140, B1804 Ezeiza, Provincia de Buenos Aires, Argentina",Ezeiza,Provincia de Buenos Aires,011 6039-8702,https://instagram.com/ezeizamedicalspa?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=1846461496489466096,5,6,,lunes: 10:00–18:00; martes: Cerrado; miércoles: 10:00–18:00; jueves: Cerrado; viernes: 10:00–18:00; sábado: Cerrado; domingo: Cerrado,@ezeizamedicalspa,,01160398702,7,,Google Places API,2026-05-29
Plaza Spa,Bienestar / Terapias,"Bahía Blanca 3983, C1419BAG Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3088-3082,http://www.plazaspa.com.ar/,https://maps.google.com/?cid=14641147792828405214,4.5,333,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: 9:00–19:00; domingo: Cerrado,@plazaspa,,01130883082,8,,Google Places API,2026-05-29
Amore di Cosenza,Bienestar / Terapias,"Av. Pres. Arturo Illia 1630, B1650 Villa Maipú, Provincia de Buenos Aires, Argentina",Villa Maipú,Provincia de Buenos Aires,011 5147-1865,,https://maps.google.com/?cid=14376847707752279814,3.9,83,,,@amoredicosenza,,01151471865,4,,Google Places API,2026-05-29
Spa Moment Beauty,Bienestar / Terapias,"Juan Bautista Alberdi 1597, B1636 Olivos, Provincia de Buenos Aires, Argentina",Olivos,Provincia de Buenos Aires,011 6439-4272,https://www.instagram.com/spamomentbeauty/,https://maps.google.com/?cid=7333845689033641891,4.7,104,,lunes: 8:00–21:00; martes: 8:00–21:00; miércoles: 8:00–21:00; jueves: 8:00–21:00; viernes: 8:00–21:00; sábado: 8:00–21:00; domingo: Cerrado,@spamomentbeauty,,01164394272,8,,Google Places API,2026-05-29
La Rosa Botánicos,Bienestar / Terapias,"Manuela Pedraza 2421, C1430 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-3287-3064,http://www.larosabotanicos.com/,https://maps.google.com/?cid=1461088679450226651,4.9,55,,lunes: 10:00–18:00; martes: 10:00–18:00; miércoles: 10:00–18:00; jueves: 10:00–18:00; viernes: 10:00–18:00; sábado: 11:00–16:00; domingo: Cerrado,@larosabotnicos,,0111532873064,8,,Google Places API,2026-05-29
Spa Agua Marina,Bienestar / Terapias,"Maestro Lope Serrano 3233, B7260 Saladillo, Provincia de Buenos Aires, Argentina",Saladillo,Provincia de Buenos Aires,02345 68-6781,https://www.facebook.com/aguamarinaspaboutiq,https://maps.google.com/?cid=18373655005790707362,4.8,90,,lunes: 8:00–20:00; martes: 8:00–20:00; miércoles: 8:00–20:00; jueves: 8:00–20:00; viernes: 8:00–20:00; sábado: 8:00–20:00; domingo: 8:00–20:00,@spaaguamarina,,02345686781,8,,Google Places API,2026-05-29
Khloe Spa,Bienestar / Terapias,"Alsina 224, B1704 Ramos Mejía, Provincia de Buenos Aires, Argentina",Ramos Mejía,Provincia de Buenos Aires,011 15-4035-4073,https://www.instagram.com/khloe.spa/?hl=es-la,https://maps.google.com/?cid=17043256823077680548,4.4,38,,lunes: Cerrado; martes: 9:30–17:30; miércoles: 9:30–17:30; jueves: 9:30–17:30; viernes: 9:30–17:30; sábado: 9:00–17:00; domingo: Cerrado,@khloespa,,0111540354073,8,,Google Places API,2026-05-29
Maderoterapia. Masajes. Medicina estética. Depi Definitiva en microcentro CHIC HOUSE BEAUTY,Bienestar / Terapias,"Esmeralda 351, C1049 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5094-3174,https://instagram.com/chichouse_beauty,https://maps.google.com/?cid=13602524026413597944,4.4,20,,lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: Cerrado; domingo: Cerrado,@maderoterapiamasajes,,01150943174,8,,Google Places API,2026-05-29
Finger Lab,Bienestar / Terapias,"Basualdo 194 Oficina 201, C1408 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-3337-5159,http://www.tuturno.io/fingerlab,https://maps.google.com/?cid=7939114808814744560,5,76,,lunes: 14:00–18:30; martes: 14:00–18:30; miércoles: 14:00–18:30; jueves: 14:00–18:30; viernes: 9:00–18:00; sábado: Cerrado; domingo: Cerrado,@fingerlab,,0111533375159,8,,Google Places API,2026-05-29
Terra spa,Bienestar / Terapias,"Estrada n°215, Gral. Belgrano, Provincia de Buenos Aires, Argentina",General Belgrano,Provincia de Buenos Aires,02243 40-5792,,https://maps.google.com/?cid=7983458105161882951,3.1,9,,,@terraspa,,02243405792,3,,Google Places API,2026-05-29
TINTHA,Bienestar / Terapias,"Cabello 3697, C1425 APM, Cdad. Autónoma de Buenos Aires, Argentina",APM,Ciudad Autónoma de Buenos Aires,011 4806-9783,https://www.tintha.com.ar/,https://maps.google.com/?cid=10004191349605975517,4.7,48,,lunes: 10:00–20:00; martes: 10:00–20:00; miércoles: 10:00–20:00; jueves: 10:00–20:00; viernes: 10:00–20:00; sábado: 10:00–19:00; domingo: Cerrado,@tintha,,01148069783,8,,Google Places API,2026-05-29
"WELSI , piscinas, spa, sauna",Bienestar / Terapias,"Colectora Presidente Perón 5942, Colectora Sur Acceso Oeste de, B1712ABR Castelar, Provincia de Buenos Aires, Argentina",Castelar,Provincia de Buenos Aires,011 5365-5050,http://www.welsi.com.ar/,https://maps.google.com/?cid=3936305436771623216,4.7,71,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: Cerrado; domingo: Cerrado,@welsipiscinasspasaun,,01153655050,8,,Google Places API,2026-05-29
Amenities Argentina,Bienestar / Terapias,"Bialet Masse 1554, X5000MED Córdoba, Argentina",Córdoba,Córdoba,0351 474-1800,http://www.amenitiesargentina.com.ar/,https://maps.google.com/?cid=440528436220570453,4.3,10,,lunes: 9:30–13:30; martes: 9:30–13:30; miércoles: 9:30–13:30; jueves: 9:30–13:30; viernes: 9:30–13:30; sábado: Cerrado; domingo: Cerrado,@amenitiesargentina,,03514741800,7,,Google Places API,2026-05-29
Lumière Beauty,Bienestar / Terapias,"Bonpland 1248, C1414 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5887-5779,,https://maps.google.com/?cid=6880673716270361597,5,165,,lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 9:00–18:30; domingo: Cerrado,@lumirebeauty,,01158875779,6,,Google Places API,2026-05-29
"Masajes , Tratamientos Estéticos y Dermatológicos en Palermo CABA. ESENCIA",Bienestar / Terapias,"Av. Sta. Fe 3233, C1425 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2252-6795,https://www.masajesyesteticaesencia.com.ar/sucursal-alto-palermo/,https://maps.google.com/?cid=3860880474067416670,4.9,676,,lunes: 10:00–21:00; martes: 10:00–21:00; miércoles: 10:00–21:00; jueves: 10:00–21:00; viernes: 10:00–21:00; sábado: 10:00–21:00; domingo: 10:00–18:00,@masajestratamientose,,01122526795,8,,Google Places API,2026-05-29
WHITE BAHAMAS,Bienestar / Terapias,"Av. Cabildo 4769 4B, C1429 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2496-7000,http://www.whitebahamas.com/,https://maps.google.com/?cid=9744119792109495078,4.8,109,,lunes: 8:30–20:00; martes: 8:30–20:00; miércoles: 8:30–20:00; jueves: 8:30–20:00; viernes: 8:30–20:00; sábado: 9:00–19:00; domingo: Cerrado,@whitebahamas,,01124967000,8,,Google Places API,2026-05-29
Hidromasajes Liderpool,Bienestar / Terapias,"Adolfo Alsina 483, B1646 San Fernando, Provincia de Buenos Aires, Argentina",San Fernando,Provincia de Buenos Aires,,http://liderpool.com/,https://maps.google.com/?cid=1163468359275712380,4.8,23,,lunes: 9:00–17:00; martes: 9:00–17:00; miércoles: 9:00–17:00; jueves: 9:00–17:00; viernes: 9:00–17:00; sábado: Cerrado; domingo: Cerrado,@hidromasajesliderpoo,,,6,,Google Places API,2026-05-29
Visage Buenos Aires,Bienestar / Terapias,"Junín 246, C1026 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 2559-5109,https://visagebsas.framer.ai/,https://maps.google.com/?cid=11782552428011229590,4.7,63,,lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 9:00–18:00; domingo: Cerrado,@visagebuenosaires,,01125595109,8,,Google Places API,2026-05-29
CENTRO DE DISTRIBUCIÓN DXN SHIITAKE FLORES,Bienestar / Terapias,"Membrillar 51 Local 72, C1406 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5734-5016,https://www.dxnargentinashiitake.com/,https://maps.google.com/?cid=5779013845396030476,4.9,36,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: 10:00–16:00; domingo: Cerrado,@centrodedistribucind,,01157345016,8,,Google Places API,2026-05-29
Spa de Mascotas,Bienestar / Terapias,"Av. 25 de Mayo 391, B1824NMD Gran Buenos Aires, Provincia de Buenos Aires, Argentina",Gran Buenos Aires,Provincia de Buenos Aires,011 7735-8950,,https://maps.google.com/?cid=7676005633339910010,4.6,46,,"lunes: 8:00–13:30, 15:00–20:00; martes: 8:00–20:00; miércoles: 8:00–20:00; jueves: 8:00–20:00; viernes: 8:00–20:00; sábado: 8:00–19:00; domingo: Cerrado",@spademascotas,,01177358950,6,,Google Places API,2026-05-29
BioZone,Bienestar / Terapias,"Virrey del Pino 2714, C1426EGX Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-5509-6871,http://www.biozone.com.ar/,https://maps.google.com/?cid=9929138291253586897,4,64,,lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 10:00–18:00; domingo: Cerrado,@biozone,,0111555096871,8,,Google Places API,2026-05-29
SpaCan Pet Shop,Bienestar / Terapias,"Cdad. de la Paz 724, C1426AGN Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 4553-4456,http://www.spacan.com.ar/,https://maps.google.com/?cid=15600410999199274021,4.7,591,,lunes: 9:00–19:00; martes: 9:00–19:00; miércoles: 9:00–19:00; jueves: 9:00–19:00; viernes: 9:00–19:00; sábado: 9:00–15:00; domingo: Cerrado,@spacanpetshop,,01145534456,8,,Google Places API,2026-05-29
Beauty Box Argentina,Bienestar / Terapias,"Amenábar 1158, C1426 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 15-3569-8680,http://www.instagram.com/beautybox,https://maps.google.com/?cid=2917875500250317353,4.8,20,,lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 9:00–20:00; domingo: Cerrado,@beautyboxargentina,,0111535698680,8,,Google Places API,2026-05-29
Meraki Spa,Bienestar / Terapias,"Aguado A. 15, M5500ASZ Mendoza, Argentina",,Mendoza,,https://www.instagram.com/merakii.spa1/profilecard/?igsh=MWZ6enMwNXc4YmUzZQ==,https://maps.google.com/?cid=13699238336972989024,5,93,,lunes: 9:00–22:00; martes: 9:00–22:00; miércoles: 9:00–22:00; jueves: 9:00–22:00; viernes: 9:00–22:00; sábado: Cerrado; domingo: Cerrado,@merakispa,,,6,,Google Places API,2026-05-29
Platinum Spa Centro de salud plena y bienestar antiestrés,Bienestar / Terapias,"Vila Terra center, Blvd. de Todos los Santos 100, B1623 Buenos Aires, Provincia de Buenos Aires, Argentina",Buenos Aires,Provincia de Buenos Aires,011 15-3648-6021,https://platinumspaweb.com/,https://maps.google.com/?cid=3755522741230726409,4.4,34,,lunes: 9:00–20:00; martes: 9:00–20:00; miércoles: 9:00–20:00; jueves: 9:00–20:00; viernes: 9:00–20:00; sábado: 9:00–20:00; domingo: 9:00–20:00,@platinumspacentrodes,,0111536486021,8,,Google Places API,2026-05-29
"Beauty | Salud, Estética y Spa",Bienestar / Terapias,"Urquiza 275, S2300 Rafaela, Santa Fe, Argentina",Rafaela,Santa Fe,03492 30-2771,https://beautyesteticarafaela.ar/,https://maps.google.com/?cid=17158199510641590068,4.8,38,,lunes: 10:00–18:00; martes: 9:30–18:30; miércoles: 9:30–18:30; jueves: 9:30–18:30; viernes: 9:30–18:30; sábado: 9:30–12:30; domingo: Cerrado,@beautysaludestticays,,03492302771,8,,Google Places API,2026-05-29
ESPACIO MONDELLO,Bienestar / Terapias,"José Cubas 4113, C1419GOG C1419GOG, Cdad. Autónoma de Buenos Aires, Argentina",C1419GOG,Ciudad Autónoma de Buenos Aires,011 5568-2431,https://wa.me/c/5491155682431,https://maps.google.com/?cid=2983098167976066590,5,58,,lunes: 10:00–19:00; martes: 10:00–19:00; miércoles: 10:00–19:00; jueves: 10:00–19:00; viernes: 10:00–19:00; sábado: 10:00–17:00; domingo: Cerrado,@espaciomondello,,01155682431,8,,Google Places API,2026-05-29
Glow Harmony,Bienestar / Terapias,"Franklin D. Roosevelt 4957, C1431BZC Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 6260-2121,https://linktr.ee/Glowharmony,https://maps.google.com/?cid=8055945414218232970,4.9,77,,lunes: Cerrado; martes: 12:00–8:00; miércoles: 12:00–20:00; jueves: 12:00–20:00; viernes: 12:00–20:00; sábado: 9:00–15:00; domingo: Cerrado,@glowharmony,,01162602121,8,,Google Places API,2026-05-29
NeroFix Argentina,Bienestar / Terapias,"Mendoza 1578, B1623CSD Ingeniero Maschwitz, Provincia de Buenos Aires, Argentina",Ingeniero Maschwitz,Provincia de Buenos Aires,011 15-2453-3591,http://www.nerofix.com.ar/,https://maps.google.com/?cid=6672879268359811721,3.5,8,,lunes: 9:00–18:00; martes: 9:00–18:00; miércoles: 9:00–18:00; jueves: 9:00–18:00; viernes: 9:00–18:00; sábado: 9:00–18:00; domingo: 9:00–18:00,@nerofixargentina,,0111524533591,5,,Google Places API,2026-05-29
Maderoterapia Vantos,Bienestar / Terapias,"Fernando Otamendi 4965, B1766 La Tablada, Provincia de Buenos Aires, Argentina",La Tablada,Provincia de Buenos Aires,011 15-6179-7440,https://tiendamaderoterapiavantos.com/,https://maps.google.com/?cid=13435055834730306783,5,76,,lunes: 10:00–14:00; martes: 10:00–14:00; miércoles: 10:00–14:00; jueves: 10:00–14:00; viernes: 10:00–14:00; sábado: Cerrado; domingo: Cerrado,@maderoterapiavantos,,0111561797440,8,,Google Places API,2026-05-29
"Miami Sun Mendoza, Solarium y Spa - Suc. Centro",Bienestar / Terapias,"General Espejo 115 Piso 1°, M5500 Mendoza, Argentina",,Mendoza,0261 510-8101,,https://maps.google.com/?cid=3234837940528118012,3.7,193,,lunes: 9:30–21:30; martes: 9:30–21:30; miércoles: 9:30–21:30; jueves: 9:30–21:30; viernes: 9:30–21:30; sábado: 9:30–21:30; domingo: Cerrado,@miamisunmendozasolar,,02615108101,4,,Google Places API,2026-05-29
ROMA TENDENZA DI BELLEZA by ROMANELA Y DAVID,Bienestar / Terapias,"Frente a la Galeria, Gral. Paz 86 local 2, X5923 Gral. Deheza, Córdoba, Argentina",General Deheza,Córdoba,0353 15-427-3568,http://www.romatendenzadibellezza.com/,https://maps.google.com/?cid=9144253677663743017,4.8,23,,"lunes: 9:30–12:30, 17:00–20:00; martes: 9:30–12:30, 17:00–20:00; miércoles: 9:30–12:30, 17:00–20:00; jueves: 9:30–12:30, 17:00–20:00; viernes: 9:30–12:30, 17:00–20:00; sábado: 9:30–12:30; domingo: Cerrado",@romatendenzadibellez,,0353154273568,8,,Google Places API,2026-05-29
Escuela Profesional de Aromaterapia Integral y Psicoaromaterapia,Bienestar / Terapias,"C. 30 470, B1900 La Plata, Provincia de Buenos Aires, Argentina",La Plata,Provincia de Buenos Aires,0221 683-6883,https://aromaterapiaflorar.com.ar/,https://maps.google.com/?cid=11576472966332511778,4.9,15,,,@escuelaprofesionalde,,02216836883,7,,Google Places API,2026-05-29
Chakra Profesional,Bienestar / Terapias,"Beethoven 1502, B1744KDF Moreno, Provincia de Buenos Aires, Argentina",Moreno,Provincia de Buenos Aires,011 2544-1220,https://chakraprofesional.com.ar/,https://maps.google.com/?cid=16532281985056852470,4.8,69,,lunes: 9:00–13:00; martes: 9:00–13:00; miércoles: 9:00–13:00; jueves: 9:00–13:00; viernes: 9:00–13:00; sábado: Cerrado; domingo: Cerrado,@chakraprofesional,,01125441220,8,,Google Places API,2026-05-29
Aymari Esencial Doterra,Bienestar / Terapias,"Av. Avellaneda 1773, C1406 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5163-1967,https://www.instagram.com/aymaricm?igsh=MWM2YzUxbmVjdmJndw==,https://maps.google.com/?cid=4273338248955971884,5,65,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Abierto 24 horas,@aymariesencialdoterr,,01151631967,8,,Google Places API,2026-05-29
Compañia de Aromas,Bienestar / Terapias,"Gascón 574, 1164 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 3694-6768,http://instagram.com/companiadearomas/,https://maps.google.com/?cid=5464752289679435108,4.5,4,,lunes: 9:00–20:00; martes: 17:00–20:00; miércoles: 17:00–20:00; jueves: 17:00–20:00; viernes: 17:00–20:00; sábado: 9:00–20:00; domingo: Abierto 24 horas,@compaiadearomas,,01136946768,7,,Google Places API,2026-05-29
Aceites Esenciales,Bienestar / Terapias,"1020, C1007 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,011 5864-7167,http://www.aceitesesenciales.ar/,https://maps.google.com/?cid=8855108987399119963,4.7,7,,lunes: Abierto 24 horas; martes: Abierto 24 horas; miércoles: Abierto 24 horas; jueves: Abierto 24 horas; viernes: Abierto 24 horas; sábado: Abierto 24 horas; domingo: Abierto 24 horas,@aceitesesenciales,,01158647167,7,,Google Places API,2026-05-29
Aromas y Esencias s.a. Gerli,Bienestar / Terapias,"Av. Hipólito Yrigoyen 2232, B1869 Gerli, Provincia de Buenos Aires, Argentina",Gerli,Provincia de Buenos Aires,011 15-6490-1457,,https://maps.google.com/?cid=12817423894153471455,4.4,13,,lunes: 10:00–16:00; martes: 10:00–16:00; miércoles: 10:00–16:00; jueves: 10:00–16:00; viernes: 10:00–16:00; sábado: Cerrado; domingo: Cerrado,@aromasyesenciassager,,0111564901457,5,,Google Places API,2026-05-29
Frecuencia de Luz,Bienestar / Terapias,"Juramento 5022, C1431 Cdad. Autónoma de Buenos Aires, Argentina",Buenos Aires,Ciudad Autónoma de Buenos Aires,,http://www.frecuenciadeluz.com.ar/,https://maps.google.com/?cid=8070434126643390959,4.7,26,,"lunes: 10:00–14:00, 15:30–19:30; martes: 10:00–14:00, 15:30–19:30; miércoles: 10:00–14:00, 15:30–19:30; jueves: 10:00–14:00, 15:30–19:30; viernes: 10:00–14:00, 15:30–19:30; sábado: 10:00–14:00, 16:00–19:30; domingo: Cerrado",@frecuenciadeluz,,,6,,Google Places API,2026-05-29
